Basvuru Yili,Degerlendirme Puani,Cinsiyet,Dogum Tarihi,Dogum Yeri,Ikametgah Sehri,Universite Adi,Universite Turu,Burslu ise Burs Yuzdesi,Burs Aliyor mu?,Bölüm,Universite Kacinci Sinif,Universite Not Ortalamasi,Daha Once Baska Bir Universiteden Mezun Olmus,Lise Adi,Lise Adi Diger,Lise Sehir,Lise Turu,Lise Bolumu,Lise Bolum Diger,Lise Mezuniyet Notu,Baska Bir Kurumdan Burs Aliyor mu?,Burs Aldigi Baska Kurum,Baska Kurumdan Aldigi Burs Miktari,Anne Egitim Durumu,Anne Calisma Durumu,Anne Sektor,Baba Egitim Durumu,Baba Calisma Durumu,Baba Sektor,Kardes Sayisi,Girisimcilik Kulupleri Tarzi Bir Kulube Uye misiniz?,Uye Oldugunuz Kulubun Ismi,Profesyonel Bir Spor Daliyla Mesgul musunuz?,Spor Dalindaki Rolunuz Nedir?,Aktif olarak bir STK üyesi misiniz?,Hangi STK'nin Uyesisiniz?,Stk Projesine Katildiniz Mi?,Girisimcilikle Ilgili Deneyiminiz Var Mi?,Girisimcilikle Ilgili Deneyiminizi Aciklayabilir misiniz?,Ingilizce Biliyor musunuz?,Ingilizce Seviyeniz?,"Daha Önceden Mezun Olunduysa, Mezun Olunan Üniversite",id
2022,64.0,Erkek,15.09.2001 00:00,İstanbul,İstanbul,İstanbul Bilgi Üniversitesi,Özel,,Evet,Diğer,3,3.50 - 4.00,,Prof. Dr. Mümtaz Turhan Sosyal Bilimler Lisesi,,İstanbul,Devlet,Eşit Ağırlık,,75 - 100,Hayır,-,-,Üniversite,Evet,Özel Sektör,Üniversite,Evet,Özel Sektör,2.0,Evet,,Evet,Takım Oyuncusu,Evet,"Fatih Belediyesi'nin düzenlemiş olduğu AskMe adlı Gönüllü Turizm Elçiliği programında iki yıl yer aldım. İngilizce ve Fransızca üzerinde kendimi geliştirme fırsatı bulmak yanında birçok arkadaş edinme fırsatı yakaladım. Bunun yanında, tanıştığım birçok turist sayesinde farklı kültürler hakkında bilgiler alma şansı edindim.",,Evet,"Lise 3. ve 4. sınıf yıllarımda, bir arkadaşım ile beraber okulumuzda Girişimcilik kulübümüzün temellerini attık. Girişimcilik üzerine beraber öğrendiğimiz çeşitli bilgilerin yanında İzzet Berk Çağdaş gibi isimleri davet ederek konuşmalar düzenledik. Kulübümüz aktif olarak çalışmalarını sürdürmektedir, ISBL Girişimcilik Kulübü.",Evet,,,57526
2022,64.0,Erkek,29.03.2003 00:00,İstanbul,İstanbul,İstanbul Teknik Üniversitesi,Devlet,,Hayır,İşletme Mühendisliği,2,3.50 - 4.00,,Beşiktaş Atatürk Anadolu Lisesi,,İstanbul,Devlet,Sayısal,,75 - 100,Hayır,-,-,Lise,Hayır,-,Üniversite,Evet,Özel Sektör,1.0,Evet,,Evet,Lider/Kaptan,Evet,"Akbank Şehrin İyi Hali projesinde yer aldım , yaklaşık 6 aydır 23 Yetenek Derneği'nde mentee olarak yer almaktayım, TURMEPA Derneği'nin üyesiyim.",,Evet,Şuanda aktif olarak İTÜ çekirdek'e kabul alan Pooly adlı start-up'ın kurucu ortaklık görevini yürütmekteyim. Pooly üniversite öğrencileri özelinde mobilite hizmeti veren sosyal inovatif bir start-up'dır.,Evet,,,57527
2022,64.0,Erkek,9.01.2003 00:00,Samsun,Samsun,Kocaeli Üniversitesi,Devlet,,Hayır,Turizm İşletmeciliği ve Otelcilik,2,3.50 - 4.00,,Samsun Anadolu lisesi,,Samsun,Devlet,Eşit Ağırlık,,75 - 100,Hayır,-,-,İlkokul,Hayır,-,Üniversite,Evet,Kamu,4.0,Evet,,Evet,Takım Oyuncusu,Evet,Ihh,,Evet,Saat satmak,Evet,,,57528
2022,64.0,Kadın,23.06.1999 00:00,Konya,Konya,Selçuk Üniversitesi,Devlet,,Hayır,İngiliz Dili ve Edebiyatı,5,3.50 - 4.00,,Açık Öğretim İmam Hatip Lisesi,,Konya,Devlet,Dil,,75 - 100,Hayır,-,-,Üniversite,Evet,Kamu,Doktora,Evet,Kamu,3.0,Evet,,Evet,Bireysel,Evet,SİYAMDER'de proje yazma sürecinde gönüllüydüm. ''Let's Say Stop to Islamophobia!'' adlı hibelenen projemiz Ulusal Ajans tarafından kabul edildi. TOG'da ''Kırmızıda Dur De!'' projesinde yer aldım. Devlet okullarında eğitim alan 3.sınıf öğrencilerine özel bölgelerini anlattık ve farkındalıklarını arttırdık. Uluslararası Damla Derneği'nin Çankırı'da düzenlenen etkinliğine katıldım: Çocuklara özgüven aşılayarak sanatın nasıl bir sosyal güçlenme biçimi olabileceği konusunda rehberlik ettik.,,Evet,"Başlangıç Noktası Akademi'de seçilen etkin genç liderlerden birisiyim. Aldığım girişimcilik eğitimleri haricinde akademide tanıştığım ve eğitim odaklı bir proje ortaya koymak istediğim bir ekibim var. Beraber projemizi iş modeli kanvası ile geliştirerek somutlaştırmayı hedefliyoruz. Bu süreçte güçlü bir hab olmaya çalışıyorum, network ağlarımı genişleterek kendime fırsatlar yaratıyorum. Hayatımda verdiğim kararlar da girişimci ruha sahip olduğumu gösteriyor: İmam Hatip lisesinde sayısal bölümünü seçen arkadaşlarımı ikna ederek okulda ilk kez dil bölümünü açtırmak, üniversitemizde ilk kez Hollanda'da erasmus yapan kişi olmak ve Hogeschool Utrecht'te düzenlenen panayırda Türkiye'yi ve üniversitemi Amsterdam Başkonsolosluğu sponsorluğunda temsil etmek, ilk kez KA3 alanında İslamofobi ile ilgili hibelenen proje yazmak. Risk almak, olmaz denileni oldurmak, sürdürülebilir yaşam için çaba sarf etmek ve hayatta varlığını hissetmek benim için çok önemli.",Evet,,,57529
2022,64.0,Erkek,12.04.2003 00:00,Ankara,Ankara,İhsan Doğramacı Bilkent Üniversitesi,Özel,,Hayır,Elektrik-Elektronik Mühendisliği,1,3.50 - 4.00,,Ankara Özel Tevfik Fikret Lisesi,,Ankara,Özel,Sayısal,,75 - 100,Hayır,-,-,Yüksek Lisans,Evet,Diğer,Üniversite,Evet,Özel Sektör,1.0,Evet,,Evet,Lider/Kaptan,Evet,Lise dönemimde 1 yıl boyunca TEMA vakfında gönüllü olarak çalıştım.,,Evet,"Okulumuzun girişimcilik kulüplerinden birinde bir yıl süredir aktif görev alıyor ve organizasyonların arkaplanını gözlemleme ve her şeyden önemlisi insan tanıma şansı buluyorum. Ayrıca bu ve bunun gibi kulüplerin eksiklerini gözlemleyerek 9 arkadaşımla birlikte, ilk amacı birbirini arayan insanların buluşmasına aracılık edecek ve kendi geleceğini inşa etmek isteyen öğrencilerin bir komünite oluşturmasını hedefleyen bir kulüp kurmak için başvuruda bulunduk. Bunun yanı sıra şu an teori aşamasında da olsa çeşitli sebeplerden okulumdan topladığım küçük bir ekiple (yazılımcı, arayüz tasarımcısı, sosyal medya uzmanı vb.) sadece takas üzerine kurulu bir “e-ticaret” sitesi kurmak gibi bir düşüncem var.",Evet,,,57530
2022,64.0,Erkek,30.01.2001 00:00,Ankara,İstanbul,Koç Üniversitesi,Özel,,Evet,Elektrik-Elektronik Mühendisliği,3,3.50 - 4.00,,Mustafa Kemal Final Anadolu Lisesi,,Ankara,Özel,Sayısal,,75 - 100,Evet,Devletten KYK Bursu alıyorum.,1000₺ ve üstü,Üniversite,Evet,Kamu,Üniversite,Evet,Özel Sektör,1.0,Evet,,Evet,Bireysel,Evet,"""UNI-101"" adlı 72.000 abonesi olan YouTube kanalının sahibiyim ve aynı zamanda TOG vakfı gönüllüsüyüm. Bu vakıfa girdikten sonra ""Yol Arkadaşım"" adlı projeyi hayata geçirdim ve YouTube kanalım sayesinde de proje süresince mentorluk yapacağımız menteelerimizi bulduk. Kanalımda çektiğim proje tanıtım videosu sonrasında menteelik için 5000 başvuru aldık ve şu anda 75 lise öğrencisine ekibimle birlikte ücretsiz mentorluk veriyoruz.",,Evet,"""Derece Kampüsü"" adlı eğitim platformunun kurucusuyum. Bu internet sitesi sayesinde mentorluk yapabilecek üniversite öğrencileri ile mentorluğa ihtiyacı olan lise öğrencilerini bir araya getiriyorum. Bu alanda her iki taraftan da bir talep olduğunu analiz ettikten sonra böyle bir platform kurmaya karar verdim. Ayrıca az önce bahsettiğim 72.000 aboneli YouTube kanalımı yaptığım en büyük girişimlerden biri olarak görüyorum. Sonuç itibariyle sektördeki eksikleri analiz etmeniz, kitlenin ihtiyaçlarını belirlemeniz ve bunlara uygun şekilde ilerlemeniz gerekiyor. Ben de tüm bu analizlerden sonra üniversite sınavına girecek lise öğrencilerine en uygun içerikleri üretmeye başladım ve kendi alanımda önde gelen kanallar arasına girdim.",Evet,,,57531
2022,64.0,Erkek,8.07.2000 00:00,Kırklareli,İstanbul,Özyeğin Üniversitesi,Özel,,Evet,Bilgisayar Bilimleri,4,3.50 - 4.00,,Tekirdağ Fen Lisesi,,Tekirdağ,Devlet,Sayısal,,75 - 100,Evet,Özyeğin Üniversitesi'nde ilk 5000 bursu alıyorum.,1000₺ ve üstü,Lise,Evet,Özel Sektör,Üniversite,Hayır,-,0.0,Evet,,Evet,Takım Oyuncusu,Evet,Okulumuzun barınağındaki köpekleri arada bir yürüyüşe çıkartıyorum.,,Evet,Görme engelli bireylerin daha rahat ve güvenli bir şekilde alışveriş yapabilmesi için sesli pos cihazı geliştirdik. Bunu Alternatif Bank ile ilerletmeye çalıştık ama yarıda kaldı.,Evet,,,57532
2022,64.0,Erkek,26.07.1999 00:00,Ankara,Ankara,Orta Doğu Teknik Üniversitesi,Devlet,,Hayır,İşletme,4,3.50 - 4.00,,Ankara Pursaklar Fen Lisesi,,Ankara,Devlet,Eşit Ağırlık,,75 - 100,Hayır,-,-,Lise,Hayır,-,Yüksek Lisans,Evet,Kamu,1.0,Evet,,Evet,Bireysel,Evet,Gençlik ve Spor Bakanlığı GPDP programı kapsamında ilkokul ve lise öğrencileri ile 250 ağaç dikimi yaptık.,,Evet,sorkazan.com isimli bir internet sitesi aracılığıyla kullanıcıların sitede soru sordukça hediye ve puan kazandıkları bir sistem kurmuştum. Bu bağlamda site de reklam gösteriminden gelir elde ediyor ve girişimin karlılığı sağlanıyordu. Aynı zamanda internette sorularınıza her an cevap bulabileceğiniz özgün bir platform bulabiliyordunuzç,Evet,,,57533
2022,64.0,Kadın,6.12.2000 00:00,İzmir,Ankara,İhsan Doğramacı Bilkent Üniversitesi,Özel,,Hayır,Endüstri Mühendisliği,4,3.00 - 3.49,,AAAL,,Ankara,Devlet,Sayısal,,75 - 100,Hayır,-,-,Üniversite,Hayır,-,Yüksek Lisans,Evet,Özel Sektör,0.0,Evet,,Evet,Lider/Kaptan,Evet,Arya Women Investment Platform da networking ekibinde görevliyim. Yetgen topluluğunda bulundum. Harmoni topluluğunda yönetim kurulundaydım.,,Evet,"3 farklı girişimim oldu. Birisinde İTÜ Çekirdik, birisinde BTM Kamp, birisinde de Anadolu Grubu Adel Kalemcilik mentörlüğünde aktif olarak çalışmalara devam etmekteyiz.",Evet,,,57534
2022,63.0,Kadın,5.03.2000 00:00,Adana,Ankara,Orta Doğu Teknik Üniversitesi,Devlet,,Hayır,Endüstri Mühendisliği,4,3.00 - 3.49,,Antalya final fen lisesi,,Antalya,Özel,Sayısal,,75 - 100,Hayır,-,-,Üniversite,Evet,Kamu,Üniversite,Evet,Özel Sektör,1.0,Evet,,Evet,Lider/Kaptan,Evet,"Kendim kurmuş olduğum ODTÜ'nün ilk yönetim danışmanlığı topluluğunda 1 senedir sivil toplum kuruluşlarıyla projeler düzenliyoruz. Gönüllü Ortaklık komitemizde her sene yönetimsel desteğe ihtiyaçı duyan STK’lar için ODTÜ öğrencilerinden oluşan takımlar kuruluyor ve sektörün lider şirketlerinde aktif olarak çalışan profesyoneller bu takımlara mentörlük desteği sağlıyor. Şu ana kadar çalıştığımız STKlar arasında LÖSEV, KAÇUV, Make a Wish, TÜRÇEV, TOG bulunmakta.",,Evet,"• 8 farklı bölümden 10'dan fazla kurucu ortağı ve yönetim danışmanlığı sektöründe çalışan 50'den fazla mezunu koordine ederek ODTÜ'de ilk yönetim danışmanlığı topluluğunu kurdum • Çeşitlilik, eşitlik ve kapsayıcılık odaklı değerler ile, ODTÜ öğrencilerinin lider kurucu kurullar tarafından işe alınmasına yardımcı olmak için uzun vadeli bir strateji geliştirdim, 5 ayda ODTÜ'de 600'den fazla üyeyi bünyemize kattım. • 1000'den fazla katılımcıya 20'den fazla eğitim ile yönetim danışmanlığı işe alım süreci, vaka çalışması atölyeleri ayarladım ve 100'den fazla öğrencinin görüşmelere hazırlanmasına yardımcı olan etkileşimli bir vaka çalışma eşi sistemi oluşturdum. • Deneyimli danışmanların rehberliğinde 10'dan fazla STK (örn. LÖSEV, Pembe İzler, Doğacander) ile gönüllü ortaklık projeleri yürüttük; STK'ların en kritik sorunlarına yönelik kapsayıcı stratejiler geliştiren ve eylem odaklı yönetici raporları sunan 5 kişilik 6 proje ekibini koordine ettim.",Evet,,,57535
2022,63.0,Erkek,29.10.1998 00:00,Hatay,İstanbul,Bursa Uludağ Üniversitesi,Devlet,,Hayır,Hukuk,4,3.50 - 4.00,,Yüksel Kemal Behzetoğlu Anadolu Lisesi,,Hatay,Devlet,Eşit Ağırlık,,75 - 100,Hayır,-,-,Lise,Hayır,-,Üniversite,Hayır,-,3.0,Evet,,Evet,Bireysel,Evet,"Çeşitli gönüllü faaliyetlerde bulundum, bunları kısaca belirtiyorum; Başlangıç Noktası Akademi 22 - Etkili Genç Lider Avrupa Birliği Türkiye Delegasyonu & Bilim Virüsü - İklim Elçisi Yetkin Gençler - Katılımcı Kavlak Akademi - Katılımcı Lider Gelişim Programı - Birim Koordinatörü LawTudent Community - Eğitim Lideri",,Evet,"Burada belirtmek istediğim iki konu var; Birincisi, İstanbul Üniversitesi Hukuk Fakültesi'nden bir arkadaşımın kurmuş olduğu bir girişim olan LawTudent'da şu an aktif olarak görev alıyorum. Hukuk fakültesi öğrencilerine 21. yüzyıl yetkinlikleri kazandırmak amacıyla geliştirmiş olduğumuz LawTudent Community isimli bir akademi programı var. Özellikle Legaltech, Legal Design, KVKK, Blockchain, NFT, Sürdürülebilirlik gibi teknik konularda eğitimler düzenliyoruz. Amacımız UNDP amaçları çerçevesinde nitelikli eğitimi en azından hukuk fakültesi öğrencilerine ulaştırmak. İkinci olarak, Lider Gelişim Programı'ndan ve Başlangıç Noktası Akademi'den tanıdığım birkaç arkadaşımla beraber bir sosyal girişim olarak üniversite öğrencileri ile lise öğrencilerini bir araya getirecek bir ekosistem tasarlıyoruz. Bu yaz, bu girişimi oluşturup yeni dönemde faaliyete başlamak istiyoruz.",Evet,,,57536
2022,63.0,Kadın,30.06.2003 00:00,Ankara,Ankara,Orta Doğu Teknik Üniversitesi,Devlet,,Hayır,İşletme,1,3.00 - 3.49,,Tuzkaya Anadolu lisesi,,Ankara,Devlet,Eşit Ağırlık,,75 - 100,Hayır,-,-,Lise,Evet,Özel Sektör,Lise,Evet,Özel Sektör,1.0,Evet,,Evet,Bireysel,Evet,"Köy okullarında çocuklarla çeşitli etkinlikler, tema ile bilinç yayma, lösev için gönülülükler",,Evet,"Bu alanda bir toplulukta aktif üyeyim, girişimcilerle görüşme ve etkinlik düzenleme şansına sahip oldum.",Evet,,,57537
2022,63.0,Kadın,28.10.2000 00:00,İstanbul,İstanbul,İstanbul Teknik Üniversitesi,Devlet,,Hayır,İç Mimarlık,4,3.50 - 4.00,,Yeşilköy Anadolu Lisesi,,İstanbul,Devlet,Sayısal,,75 - 100,Hayır,-,-,Üniversite,Evet,Özel Sektör,Üniversite,Evet,Özel Sektör,1.0,Evet,,Evet,Takım Oyuncusu,Evet,"Üniversiteye başladığımdan beri gönüllü olarak öğrenci kulüplerinde görev almaktayım. İTÜ mezunlar kulübü, İTÜ Rover Takımı ve Team Deeply High Takımında görev aldım. Bunun yanında Sosyal-Ben vakfında e-gönüllülük yapmaktayım. Aynı zamanda imeceLab gençlik komitesinde bulunmaktayım. Bunlara ek olarak her sene Akbank'ın Şehrin İyi Hali programında farklı sosyal yardım kuruluşlarının etkinliklerine katılıyorum. Bu kuruluşlarda Tasarım ve Yönetim konusunda gönüllülük çalışmaları yapmaktayım.",,Evet,"İTÜ Rover Takımı, her yıl Avrupa ve Amerika'da düzenlenen uluslararası Rover yarışmalarına kendi imkanları ile sponsor bularak Rover tasarlayan, üreten ve tamamen öğrencilerden oluşan bir öğrenci kulübüdür. Geçen yıl bir yıl boyunca tanıtım, tasarım ve sponsorluk ekibinde görev aldım. Ekip arkadaşlarımla beraber aracın üretimi için gerekli olan sponsorun sağlanması ve tanıtım materyallerinin tasarlanmasını sağladık. Takım dosyası, internet sitesi, çeşitli takım içi eşyalar, broşür tasarımları ve yarışmalar için kabul videolarının düzenlenmesi üzerine çalıştık. Europen Rover Challange 21 yarışmasında Kielce University of Technology tarafından ikincilik ödülü kazandık. Tamamen öğrenciler tarafından yönetilen ve yaratılan bir takım bünyesinde bulunmanın bana girişimcilik ve planlama adına çok şey öğrettiğini düşünmekteyim. Aynı zamanda farklı disiplinler ile beraber çalışma fırsatı yakaladım. Takım çalışmasında beni geliştirdiğini ve girişimcilik özelliklerimi desteklediğini düşünüyorum.",Evet,,,57538
2022,63.0,Kadın,20.06.2000 00:00,Manisa,İstanbul,Boğaziçi Üniversitesi,Devlet,,Hayır,Uluslararası Ticaret,3,3.00 - 3.49,,İbrahim Cinkaya Sosyal Bilimler Lisesi,,Denizli,Devlet,Eşit Ağırlık,,75 - 100,Evet,Sabancı Vakfı,1000₺ ve üstü,İlkokul,Hayır,-,Üniversite,Hayır,-,2.0,Evet,,Evet,Bireysel,Evet,"Ortaokul yıllarımdan itibaren çeşitli etkinlik ve oluşumlarda görev aldım. Lisede işaret dili öğrenip duymayan ve görmeyen çocuklarla 2 yıl boyunca farklı atölyeler, dans geceleri organizasyonunda bulundum. Pandemide online olarak Toplum Gönüllüleri Vakfı'nın gönüllü buluşmalarına katıldım. Geçen sene AIESEC programıyla Makedonya'ya gittim. İklim krizi farkındalığı için ilkokul ve ortaokul öğrencilerine 6 haftalık eğitimler ve atölyeler düzenledim. TÜKD Kız Çocukları ile El Ele Projesindeyim.",,Evet,"Bireysel yetkinliklerimi toplumun gelişimi alanında kullanmak, sosyal etki yaratmak istediğimi pandemide araştırarak, okuyarak fark ettikten sonra benim için en doğru yolun sosyal girişimcilik olduğunu gördüm. Kendimi psikolojik ve gelişimsel olarak destekleyebileceğim bir sosyal girişimde 6 aydır STK-Kurum ilişkileri sorumlusu olarak çalışmaktayım. Türkiyede sivil toplum alanındaki eksiklikleri yakından görmek, 100'den fazla sivil toplum kuruluşuyla birebir görüşmek ve faaliyetlerini incelemek, vatandaşların psikolojik tepkilerini görmek ve kurumların çeşitli odak noktalarında dokunan çalışmalara desteğine katkı olmak benim için çok yararlı ve öğretici bir süreç oluyor.",Evet,,,57539
2022,63.0,Erkek,2.07.2000 00:00,Osmaniye,Ankara,TOBB Ekonomi ve Teknoloji Üniversitesi,Özel,,Evet,Elektrik-Elektronik Mühendisliği,4,3.00 - 3.49,,Osmaniye Fen Lisesi,,Osmaniye,Devlet,Sayısal,,75 - 100,Evet,Tübitak,1000₺ ve üstü,Lise,Hayır,-,Lise,Evet,Diğer,3.0,Evet,,Evet,Lider/Kaptan,Evet,AIESEC Ankara'da oGV(outgoing global volunteer) ve iGT(incoming global talent) kollarında AIESEC gönüllüsü olarak çalıştım. oGV dönemlerimde yurtdışındaki projelerde görev alacak EP(exchange participant)'lere mentorluk yaptım. Onların projeye gitmeden önce oluşan sorunları ile ilgilendim. iGT dönemimde ise yurtdışından Türkiye'ye gelen EP'lere yardımcı oldum.,,Evet,"Kısa vadede amacı Teknofest Model Uydu Yarışmasına katılıp derece elde etmek, uzun vadede ise CanSat gibi global bir yarışmada derece alarak ETU Callisto ismini markalaştırmak olan Model Uydu girişiminin kurucusuyum. Şu anda ilk iki aşamayı geçmiş üçüncü aşama için çalışmalarımıza hızla devam etmekteyiz. Bunun yanısıra şu an beta sürümü Appstore'da bulunan Cultrav isimli girişime danışmanlık yapıyorum. Genel manada bu girişim seyahat ederken size her an kullanabileceğiniz size özel bir rehber hizmeti sunuyor.",Evet,,,57540
2022,63.0,Kadın,13.04.2002 00:00,İstanbul,İstanbul,Galatasaray Üniversitesi,Devlet,,Hayır,Hukuk,2,3.00 - 3.49,,Deva Okulları/ Burslu,,Gaziantep,Özel,Eşit Ağırlık,,75 - 100,Evet,Gagev/Kyk fakat birçok arkadaşım ilk 100 bursu alırken benim sıralamam ham puanda ilk 100’de olmadığı için normal burs alıyorum.,500₺ - 999₺,Üniversite,Evet,Kamu,Üniversite,Evet,Kamu,4.0,Evet,,Evet,Takım Oyuncusu,Evet,Mavi Haliç Leo Kulübünde aktif olarak başkan yardımcılığı yapıyorum. Amacımız elbette faydalı olmak ve hizmet götürmek.,,Evet,Yukarıda bahsettiğim derneğin kurucu üyesiyim dolayısıyla uzun ve emek isteyen bir süreçti. Girişim olarak nitelendirebilirim. Ayrıca okulumun hukuk kulübünde aktif olarak yönetim kurulu üyesiyim ve her yıl düzenli olarak meclis simülasyonu gibi etkinlikler organize ediyoruz.,Evet,,,57541
2022,63.0,Kadın,1.01.2001 00:00,Malatya,Malatya,Erzincan Binali Yıldırım Üniversitesi,Devlet,,Hayır,İngilizce Öğretmenliği,3,3.00 - 3.49,,Orgeneral Eşref Bitlis Anadolu Lisesi,,Malatya,Devlet,Dil,,75 - 100,Evet,Kyk burs,500₺ - 999₺,Lise,Hayır,-,Lise,Hayır,-,1.0,Evet,,Evet,Takım Oyuncusu,Evet,Dersdem Birebir kurumunda gönüllü ingilizce Öğretmenliği yapıyorum,,Evet,Okulumuzda ing kulübü açtık,Evet,,,57542
2022,62.0,Kadın,10.04.2001 00:00,İstanbul,İstanbul,Türk-Alman Üniversitesi,Devlet,,Hayır,Endüstri Mühendisliği,2,3.00 - 3.49,,Kadıköy Anadolu Lisesi,,İstanbul,Devlet,Sayısal,,75 - 100,Evet,KYK,500₺ - 999₺,Üniversite,Evet,Kamu,Üniversite,Evet,Kamu,1.0,Evet,,Evet,Lider/Kaptan,Evet,"Şimdiye kadar rol aldığım projelerin birçoğu gönüllülük projeleriydi. İstanbul Gençlik Platformu'nda gönüllülük yaptım, ilkokul öğrencilerine ders verdim. Köy okulları için kitap ve oyuncak kampanyaları düzenledim. Lisede arkadaşalarımla Circle-Up isimli bir girişim kurduk ve lise öğrencilerine SDG hedeflerini benimsetmek için çeşitli etkinlikler, kamplar düzenledik. Başka bir grup arkadaşımla Müziğin Işığı isimli bir proje yaptık ve Borusan Sanat'la çalışarak görme engelli bireyler için atölyel",,Evet,"Lisedeyken gönüllülük kısmında da bahsettiğim Circle-Up isimli sosyal girişimi kurdum. İşbirliklerini, organizasyonel planlamaları yönettim. Bunun dışında 3 kişilik bir ekiple kişilerin beslenme diyetlerini girip kendilerine uygun öneriler alabilecekleri bir uygulama geliştirdik. Girişim fikrimiz İş Bankası'nın Workup hızlandırma programında 600 proje içerisinden ilk 20'ye kalmıştı. Aktif girişimliğin yanı sıra son 5-6 senedir girişimcilikle ilgili teorik olarak araştırmalar yapıyorum. Aktif olarak yeni işleri takip edip bu alandaki öncüleri takip etmeye çalışıyorum.",Evet,,,57543
2022,62.0,Kadın,2.02.2001 00:00,Samsun,Kocaeli,Sabancı Üniversitesi,Özel,,Evet,Endüstri Mühendisliği,3,3.50 - 4.00,,Ankara Fen Lisesi,,Ankara,Devlet,Sayısal,,75 - 100,Hayır,-,-,Ortaokul,Hayır,-,Üniversite,Evet,Diğer,2.0,Evet,,Evet,Lider/Kaptan,Evet,"Üniversitem bünyesinde faaliyet gösteren CIP adlı organizasyonun çatısı altında fırsat eşitsizliğine maruz kalan ilkokul çocukları için bir dönem boyunca gönüllülük yaptım. Son bir senedir Duolingo isimli dil öğrenme platformunda ""Event Host"" olarak gönüllülük yapıyor ve dünyanın farklı yerlerinden insanların İngilizce öğrenmelerine katkıda bulunuyorum.",,Hayır,-,Evet,,,57544
